french,wolof
"Alors il s`assit, appela les douze, et leur dit: Si quelqu`un veut être le premier, il sera le dernier de tous et le serviteur de tous.","Noonu Yeesu toog, woo fukki taalibe ya ak ñaar ne leen: «Ku bëgg a jiitu, na topp ci gannaaw ñépp te nekk surgab ñépp.»"
"Et il prit un petit enfant, le plaça au milieu d`eux, et l`ayant pris dans ses bras, il leur dit:","Bi ko Yeesu waxee, mu jël xale, indi ko ci biir géew gi, ba noppi leewu ko naan:"
"Quiconque reçoit en mon nom un de ces petits enfants me reçoit moi-même; et quiconque me reçoit, reçoit non pas moi, mais celui qui m`a envoyé.","«Ku nangu xale bu mel ni bii ci sama tur, man mii nga nangu; te ku ma nangu, du man mii sax nga nangu waaye ki ma yónni.»"
"Jean lui dit: Maître, nous avons vu un homme qui chasse des démons en ton nom; et nous l`en avons empêché, parce qu`il ne nous suit pas.","Bi loolu amee Yowaana ne ko: «Kilifa gi, danoo gis nit kuy dàq ay rab ci sa tur, nu tere ko ko, ndax li mu bokkul ci nun.»"
"Ne l`en empêchez pas, répondit Jésus, car il n`est personne qui, faisant un miracle en mon nom, puisse aussitôt après parler mal de moi.","Waaye Yeesu tontu ko: «Buleen ko tere, ndaxte kenn mënul a def kéemaan ci sama tur, ba noppi di ma xarab."
Qui n`est pas contre nous est pour nous.,"Ku nu sotul, far na ak nun."
"Et quiconque vous donnera à boire un verre d`eau en mon nom, parce que vous appartenez à Christ, je vous le dis en vérité, il ne perdra point sa récompense.","Ci dëgg maa ngi leen koy wax, koo xam ne kii may na leen kaasu ndox rekk, ndax yéena ngi bokk ci man Kirist, kooku du ñàkk yoolam mukk."
"Mais, si quelqu`un scandalisait un de ces petits qui croient, il vaudrait mieux pour lui qu`on lui mît au cou une grosse meule de moulin, et qu`on le jetât dans la mer.","«Waaye ku yóbbe bàkkaar kenn ci ñi gën a tuuti ñi ma gëm, li gën ci moom, moo di ñu takk doj wu réy ci baatam, sànni ko ci géej."
"Si ta main est pour toi une occasion de chute, coupe-la; mieux vaut pour toi entrer manchot dans la vie,","Boo xamee ne sa loxo mu ngi lay yóbbe bàkkaar, dagg ko. Ndaxte ñàkk loxo te tàbbi ci dund gu wóor gi, moo gën ci yaw, nga am ñaari loxo te tàbbi ci safara su dul fey mukk."
"Si ton pied est pour toi une occasion de chute, coupe-le; mieux vaut pour toi entrer boiteux dans la vie,","Te bu la sa tànk di yóbbe bàkkaar, dagg ko. Nga lafañ te tàbbi ci dund gu wóor gi moo gën, nga am ñaari tànk, ñu sànni la ci safara."
"Et si ton oeil est pour toi une occasion de chute, arrache-le; mieux vaut pour toi entrer dans le royaume de Dieu n`ayant qu`un oeil, que d`avoir deux yeux et d`être jeté dans la géhenne,","Te bu la sa bët di yóbbe bàkkaar, luqi ko. Nga patt te dugg ci nguuru Yàlla, moo gën ci yaw, nga am ñaari bët, ñu sànni la ci safara."
"où leur ver ne meurt point, et où le feu ne s`éteint point.","Foofa:“Sax ya duñu dee mukk,te safara sa du fey.”"
Car tout homme sera salé de feu.,Ñépp safara lañu leen di xorome.
"Le sel est une bonne chose; mais si le sel devient sans saveur, avec quoi l`assaisonnerez-vous? (9:51) Ayez du sel en vous-mêmes, et soyez en paix les uns avec les autres.","Xorom lu baax la, waaye bu sàppee, nan lañu koy delloo cafkaam? Amleen xorom te ngeen jàmmoo.»"
"Jésus, étant parti de là, se rendit dans le territoire de la Judée au delà du Jourdain. La foule s`assembla de nouveau près de lui, et selon sa coutume, il se mit encore à l`enseigner.","Gannaaw loolu Yeesu jóge fa, dem ca wàlli réewu Yawut yi, ya ca gannaaw dexu Yurdan. Bi mu fa demee, mbooloo mu bare ñëw fi moom. Yeesu daldi leen jàngal, ni mu ko daan defe."
"Les pharisiens l`abordèrent; et, pour l`éprouver, ils lui demandèrent s`il est permis à un homme de répudiée sa femme.","Noonu ay Farisen ñëw ci moom, lalal ko fiir, ñu laaj ko: «Ndax jaadu na, nit fase jabaram?»"
Il leur répondit: Que vous a prescrit Moïse?,Yeesu tontu leen ne: «Lu leen yoonu Musaa sant?»
"Moïse, dirent-ils, a permis d`écrire une lettre de divorce et de répudier.","Ñu ne ko: «Musaa maye na, nit bind kayitu pase, tàggook jabaram.»"
Et Jésus leur dit: C`est à cause de la dureté de votre coeur que Moïse vous a donné ce précepte.,"Waaye Yeesu ne leen: «Dénkaane boobu mu leen bindal, bind na ko ndax seen xol dafa fatt."
"Mais au commencement de la création, Dieu fit l`homme et la femme;","Waaye ca njàlbéen ga “Yàlla sàkk na leen, kii góor, kii jigéen."
"c`est pourquoi l`homme quittera son père et sa mère, et s`attachera à sa femme,","Moo tax góor dina beru ndeyam ak baayam, di taq ci jabaram,"
"et les deux deviendront une seule chair. Ainsi ils ne sont plus deux, mais ils sont une seule chair.",ñoom ñaar doon benn.” Kon nekkatuñu ñaar waaye benn.
Que l`homme donc ne sépare pas ce que Dieu a joint.,"Lu Yàlla takk nag, bu ko nit tas.»"
"Lorsqu`ils furent dans la maison, les disciples l`interrogèrent encore là-dessus.","Bi ñu delloo ca kër ga nag, taalibe ya laaj ko ci mbirum loolu."
"Il leur dit: Celui qui répudie sa femme et qui en épouse une autre, commet un adultère à son égard;","Noonu Yeesu ne leen: «Ku fase sa jabar, takk jeneen, njaaloo nga, di tooñ ku jëkk ka."
"et si une femme quitte son mari et en épouse un autre, elle commet un adultère.","Te jigéen ji tas, séyaat ak keneen, njaaloo nga.»"
"On lui amena des petits enfants, afin qu`il les touchât. Mais les disciples reprirent ceux qui les amenaient.","Bi loolu wéyee ñu indil Yeesu ay xale, ngir mu teg leen ay loxoom. Waaye taalibe ya gëdd nit ñi."
"Jésus, voyant cela, fut indigné, et leur dit: Laissez venir à moi les petits enfants, et ne les en empêchez pas; car le royaume de Dieu est pour ceux qui leur ressemblent.","Bi ko Yeesu gisee nag, mu metti ko lool, mu ne leen: «Bàyyileen xale yi, ñu ñëw fi man! Buleen leen tere, ndaxte ñu mel ni ñoom ñoo yelloo nguuru Yàlla."
"Je vous le dis en vérité, quiconque ne recevra pas le royaume de Dieu comme un petit enfant n`y entrera point.","Ci dëgg maa ngi leen koy wax, ku woyoful ni xale, nangu nguuru Yàlla, doo ci man a dugg.»"
"Puis il les prit dans ses bras, et les bénit, en leur imposant les mains.","Noonu Yeesu leewu leen, teg leen ay loxoom, barkeel leen."
"Comme Jésus se mettait en chemin, un homme accourut, et se jetant à genoux devant lui: Bon maître, lui demanda-t-il, que dois-je faire pour hériter la vie éternelle?","Gannaaw loolu bi Yeesu nekkee ci kaw yoon wi di dem, am ku daw, sukk ci kanamam ne ko: «Kilifa gu baax gi, lu ma war a def, ngir am wàll ci dund gu dul jeex gi?»"
Jésus lui dit: Pourquoi m`appelles-tu bon? Il n`y a de bon que Dieu seul.,Yeesu tontu ko: «Lu tax nga wooye ma ku baax ki? Yàlla rekk a baax.
Tu connais les commandements: Tu ne commettras point d`adultère; tu ne tueras point; tu ne déroberas point; tu ne diras point de faux témoignage; tu ne feras tort à personne; honore ton père et ta mère.,"Xam nga ndigal yi: “Bul bóom, bul njaaloo, bul sàcc, bul seede lu dul dëgg, bul nangu alalu jaambur, teralal sa ndey ak sa baay.”»"
"Il lui répondit: Maître, j`ai observé toutes ces choses dès ma jeunesse.","Waa ji ne ko: «Kilifa gi, loolu lépp sàmm naa ko li dale ci samag ndaw ba tey.»"
"Jésus, l`ayant regardé, l`aima, et lui dit: Il te manque une chose; va, vends tout ce que tu as, donne-le aux pauvres, et tu auras un trésor dans le ciel. Puis viens, et suis-moi.","Noonu Yeesu xool ko, am cofeel ci moom, mu ne ko: «Lenn rekk moo la dese. Demal jaay li nga am, may ko miskin yi, te dinga woomle ci asamaan; boo noppee, nga ñëw topp ci man.»"
"Mais, affligé de cette parole, cet homme s`en alla tout triste; car il avait de grands biens.","Waaye ci wax jooju xar-kanamam lëndëm, mu jóge fa ak tiis, ndaxte ku bare woon alal la."
"Jésus, regardant autour de lui, dit à ses disciples: Qu`il sera difficile à ceux qui ont des richesses d`entrer dans le royaume de Dieu!","Noonu Yeesu xool taalibe yi ko wër ne leen: «Boroom alal dugg ci nguuru Yàlla, lu jafee ngoogu!»"
"Les disciples furent étonnés de ce que Jésus parlait ainsi. Et, reprenant, il leur dit: Mes enfants, qu`il est difficile à ceux qui se confient dans les richesses d`entrer dans le royaume de Dieu!","Wax jooju nag daldi jaaxal taalibe yi lool. Waaye Yeesu neeti leen: «Samay xarit, dugg ci nguuru Yàlla, lu jafee ngoogu!"
Il est plus facile à un chameau de passer par le trou d`une aiguille qu`à un riche d`entrer dans le royaume de Dieu.,"Giléem jaar ci bën-bënu pusa, moo gën a yomb boroom alal dugg ci nguuru Yàlla.»"
"Les disciples furent encore plus étonnés, et ils se dirent les uns aux autres; Et qui peut être sauvé?","Wax jooju gënatee jaaxal taalibe ya, ñu naan ci seen biir: «Kon nag ku man a mucc?»"
"Jésus les regarda, et dit: Cela est impossible aux hommes, mais non à Dieu: car tout est possible à Dieu.","Noonu Yeesu xool leen naan: «Loolu të na nit, waaye tëwul Yàlla; Yàlla man na lépp.»"
"Pierre se mit à lui dire; Voici, nous avons tout quitté, et nous t`avons suivi.",Ci kaw loolu Piyeer daldi ko ne: «Nun de dëddu nanu lépp te topp la!»
"Jésus répondit: Je vous le dis en vérité, il n`est personne qui, ayant quitté, à cause de moi et à cause de la bonne nouvelle, sa maison, ou ses frères, ou ses soeurs, ou sa mère, ou son père, ou ses enfants, ou ses terres,","Yeesu tontu ko: «Ci dëgg maa ngi leen koy wax, képp ku dëddu kër, doomu ndey yu góor walla yu jigéen, ndey walla baay, doom walla suuf ndax man ak xebaar bu baax bi,"
"ne reçoive au centuple, présentement dans ce siècle-ci, des maisons, des frères, des soeurs, des mères, des enfants, et des terres, avec des persécutions, et, dans le siècle à venir, la vie éternelle.","dinga am tey jii téeméeri yoon ay kër, doomi ndey yu góor ak yu jigéen, ndey, doom ak suuf, ñoom ak ay fitnay noon, te ëllëg nga am dund gu dul jeex."
"Plusieurs des premiers seront les derniers, et plusieurs des derniers seront les premiers.",Waaye ñu bare ci ñi jiitu ñooy mujji; ñi mujj ñooy jiituji.»
"Ils étaient en chemin pour monter à Jérusalem, et Jésus allait devant eux. Les disciples étaient troublés, et le suivaient avec crainte. Et Jésus prit de nouveau les douze auprès de lui, et commença à leur dire ce qui devait lui arriver:","Gannaaw loolu ñu ànd jëm Yerusalem, Yeesu jiitu; taalibe yi am njàqare, te ñi ci topp tiit. Noonu Yeesu woowaat fukk ak ñaar ña cig wet, xamal leen li nar a xew ci mbiram."
"Voici, nous montons à Jérusalem, et le Fils de l`homme sera livré aux principaux sacrificateurs et aux scribes. Ils le condamneront à mort, et ils le livreront aux païens,","Mu ne leen: «Noo ngi dem Yerusalem, te dees na jébbal Doomu nit ki ci loxoy saraxalekat yu mag ya ak xutbakat ya. Dinañu ko àtte, teg ko dee, jébbal ko ñi dul Yawut,"
"qui se moqueront de lui, cracheront sur lui, le battront de verges, et le feront mourir; et, trois jours après, il ressuscitera.","ñu ñaawal ko, di tifli ci kawam, dóor ko ay yar, rey ko. Waaye gannaaw ñetti fan dina dekki.»"
"Les fils de Zébédée, Jacques et Jean, s`approchèrent de Jésus, et lui dirent: Maître, nous voudrions que tu fisses pour nous ce que nous te demanderons.","Gannaaw loolu Saag ak Yowaana, doomi Sebede, ñëw ci Yeesu. Ñu ne ko: «Kilifa gi, danoo bëggoon nga may nu li nu lay ñaan.»"
Il leur dit: Que voulez-vous que je fasse pour vous?,"Yeesu tontu leen: «Lu ngeen bëggoon, ma may leen ko?»"
"Accorde-nous, lui dirent-ils, d`être assis l`un à ta droite et l`autre à ta gauche, quand tu seras dans ta gloire.","Ñu ne ko: «Bés boo soloo sa ndam, nga may nu, nu toog, kii ci sa ndeyjoor, kii ci sa càmmooñ.»"
"Jésus leur répondit: Vous ne savez ce que vous demandez. Pouvez-vous boire la coupe que je dois boire, ou être baptisés du baptême dont je dois être baptisé? Nous le pouvons, dirent-ils.","Waaye Yeesu tontu leen: «Xamuleen li ngeen di ñaan. Ndax man ngeen a naan kaasu naqar, bi may naan? Ndax man ngeen a sóobu ci metit, yi ma nar a sóobu?»"
"Et Jésus leur répondit: Il est vrai que vous boirez la coupe que je dois boire, et que vous serez baptisés du baptême dont je dois être baptisé;","Ñu ne ko: «Waaw, man nanu ko.» Noonu Yeesu ne leen: «Dingeen naan kaasu naqar, bi may naan, tey sóobu ci metit, yi ma nar a sóobu,"
"mais pour ce qui est d`être assis à ma droite ou à ma gauche, cela ne dépend pas de moi, et ne sera donné qu`à ceux à qui cela est réservé.","waaye toog ci sama ndeyjoor mbaa sama càmmooñ, du man maa koy maye. Ñi ñu ko waajal rekk a ko yelloo.»"
"Les dix, ayant entendu cela, commencèrent à s`indigner contre Jacques et Jean.","Bi nga xamee ne fukki taalibe ya ca des dégg nañu loolu, ñu daldi mere Saag ak Yowaana."
"Jésus les appela, et leur dit: Vous savez que ceux qu`on regarde comme les chefs des nations les tyrannisent, et que les grands les dominent.","Waaye Yeesu woo leen naan: «Xam ngeen ne ci xeeti àddina, ñi ñu teg njiit dañu leen di dóor yetu nguur, te kilifa yi di leen noot."
"Il n`en est pas de même au milieu de vous. Mais quiconque veut être grand parmi vous, qu`il soit votre serviteur;","Buleen mel ni ñooñu. Waaye ku bëgg a nekk kilifa ci yéen, na nekk seen surga,"
"et quiconque veut être le premier parmi vous, qu`il soit l`esclave de tous.","te ku bëgg a nekk njiit, na nekk seen jaam."
"Car le Fils de l`homme est venu, non pour être servi, mais pour servir et donner sa vie comme la rançon de plusieurs.","Ndaxte noonu la Doomu nit ki ñëwe sax, du ngir ñu nekk ay surgaam, waaye ngir muy seen surga, ba joxe bakkanam ngir njotug ñu bare.»"
"Ils arrivèrent à Jéricho. Et, lorsque Jésus en sortit, avec ses disciples et une assez grande foule, le fils de Timée, Bartimée, mendiant aveugle, était assis au bord du chemin.","Bi loolu wéyee ñu agsi ca dëkku Yeriko. Bi ko Yeesu di génn, ànd ak taalibe ya ak mbooloo mu xaw a bare, am gumba gu tudd Bartime — liy tekki «doomu Time,» toog ci wetu yoon wi, di yelwaan."
"Il entendit que c`était Jésus de Nazareth, et il se mit à crier; Fils de David, Jésus aie pitié de moi!","Noonu mu dégg ne, Yeesum Nasaret moo fay romb; mu daldi yuuxu naan: «Yërëm ma, yaw Sëtu Daawuda bi!»"
"Plusieurs le reprenaient, pour le faire taire; mais il criait beaucoup plus fort; Fils de David, aie pitié de moi!","Ci kaw loolu ñu bare gëdd ko, ngir mu noppi. Teewul mu gën a yuuxu naan: «Yaw Sëtu Daawuda bi, yërëm ma!»"
"Jésus s`arrêta, et dit: Appelez-le. Ils appelèrent l`aveugle, en lui disant: Prends courage, lève-toi, il t`appelle.","Noonu Yeesu taxaw, daldi ne: «Wooleen ko!» Ñu woo nag gumba gi ne ko: «Na sa xel dal! Jógal! Mu ngi lay woo.»"
"L`aveugle jeta son manteau, et, se levant d`un bond, vint vers Jésus.","Bi mu ko déggee, mu sànni malaanam, ne bërét, dem ci Yeesu."
"Jésus, prenant la parole, lui dit: Que veux-tu que je te fasse? Rabbouni, lui répondit l`aveugle, que je recouvre la vue.","Yeesu ne ko: «Loo bëggoon ma defal la ko?» Gumba gi tontu ko: «Kilifa gi, damaa bëgg a gis.»"
"Et Jésus lui dit: Va, ta foi t`a sauvé. (10:53) Aussitôt il recouvra la vue, et suivit Jésus dans le chemin.","Noonu Yeesu ne ko: «Demal ci jàmm. Sa ngëm faj na la.» Ci saa si gumba gi gis, daldi topp Yeesu ci yoon wi."
"Lorsqu`ils approchèrent de Jérusalem, et qu`ils furent près de Bethphagé et de Béthanie, vers la montagne des oliviers, Jésus envoya deux de ses disciples,","Gannaaw loolu Yeesu ak taalibe ya jege nañu Yerusalem, ba agsi dëkki Betfase ak Betani ci wetu tundu Oliw ya. Noonu Yeesu yebal ñaar ciy taalibeem,"
"en leur disant: Allez au village qui est devant vous; dès que vous y serez entrés, vous trouverez un ânon attaché, sur lequel aucun homme ne s`est encore assis; détachez-le, et amenez-le.","ne leen: «Demleen ci dëkk bi ci kanam. Bu ngeen fa duggee, dingeen fa gis cumbur gu kenn musul a war. Yiwileen ko, indi."
Si quelqu`un vous dit: Pourquoi faites-vous cela? répondez: Le Seigneur en a besoin. Et à l`instant il le laissera venir ici.,"Bu leen kenn nee: “Lu ngeen di def?” tontuleen ko: “Boroom bi da koo soxla, te léegi mu delloosi ko.”»"
"les disciples, étant allés, trouvèrent l`ânon attaché dehors près d`une porte, au contour du chemin, et ils le détachèrent.","Taalibe ya dem nag, ñu gis cumbur ga ci mbedd mi, mu yeewe cib buntu kër."
Quelques-uns de ceux qui étaient là leur dirent: Que faites-vous? pourquoi détachez-vous cet ânon?,"Bi ñu koy yiwi nag, am na ca ña fa taxaw, ñu ne leen: «Lu ngeen nar, bay yiwi cumbur gi?»"
Ils répondirent comme Jésus l`avait dit. Et on les laissa aller.,"Taalibe yi tontu leen, ni leen Yeesu digale woon, kon nit ñi bàyyi leen, ñu dem."
"Ils amenèrent à Jésus l`ânon, sur lequel ils jetèrent leurs vêtements, et Jésus s`assit dessus.","Ñu indi cumbur gi Yeesu nag, lal ci seeni yére, mu toog ci."
"Beaucoup de gens étendirent leurs vêtements sur le chemin, et d`autres des branches qu`ils coupèrent dans les champs.","Ñu bare lal seeni yére ci yoon wi, ñenn ñi dagg ay cari garab ci tool yi, lal leen it ci yoon wi."
Ceux qui précédaient et ceux qui suivaient Jésus criaient: Hosanna! Béni soit celui qui vient au nom du Seigneur!,"Ñiy jiitu ak ñiy topp ci Yeesu ñépp di wax ci kaw naan:«Osaana!Yaw miy ñëw ci turu Boroom bi,ku barkeel nga!"
